001003cc TerminatedCString /lib64/ld-linux-x86-64.so.2
0011b1db string in-fd
0011b1e8 string connect
0011b1f0 string source
0011b1f7 string disable-retry
0011b205 string daemonize
0011b214 string fixed-gps
0011b21e string gps-name
0011b227 string autodetect
0011b23f string password
0011b248 string apikey
0011b24f string endpoint
0011b258 string ssl-certificate
0011b26d string version
0011b278 string mpack_ok
0011b281 string mpack_error_io
0011b290 string mpack_error_invalid
0011b2a4 string mpack_error_unsupported
0011b2bc string mpack_error_type
0011b2cd string mpack_error_too_big
0011b2e1 string mpack_error_memory
0011b2f4 string mpack_error_bug
0011b304 string mpack_error_data
0011b315 string mpack_error_eof
0011b325 string mpack_type_missing
0011b338 string mpack_type_nil
0011b347 string mpack_type_bool
0011b357 string mpack_type_float
0011b368 string mpack_type_double
0011b37a string mpack_type_int
0011b389 string mpack_type_uint
0011b399 string mpack_type_str
0011b3a8 string mpack_type_bin
0011b3b7 string mpack_type_array
0011b3c8 string mpack_type_map
0011b3e5 string b5d5a2d04
0011b400 string %s could not resolve hostname '%s' for antsdr connection 
0011b440 string Could not connect to remote host '%s:%u': %s
0011b470 string %s tcp connection error: impossibly large droneid report
0011b4b0 string {"serial_number": "%.64s","device_type": "%.64s","device_type_8": %d,"app_lat": %f,"app_lon": %f,"drone_lat": %f,"drone_lon": %f,"drone_height": %f,"drone_alt": %f,"home_lat": %f,"home_lon": %f,"freq": %f,"speed_e": %f,"speed_n": %f,"speed_u": %f,"rssi": %u}
0011b5b8 string FATAL: Could not allocate basic handler data, your system is very low on RAM or something is wrong. 
0011b620 string ERROR - No capture handler defined for capture thread 
0011b658 string %s does not support listing available devices, sorry! 
0011b690 string %s - No supported data sources found... 
0011b6c0 string %s is a capture driver for Kismet.  Typically it is started automatically by the Kismet server. 
0011b728 string  %s supports sending data to a remote Kismet server usage: %s [options]  --connect [host]:[port]      Connect to remote Kismet server on [host] and [port]; by                                default this now uses the new websockets interface built                                into the Kismet webserver on port 2501; to connect using                                the legacy remote capture protocol, specify the '--tcp'                                option and the appropriate port, by default port 3501.  --tcp                        Use the legacy TCP remote capture protocol, when combined                                with the --connect option.  The modern protocol uses                                 websockets built into the Kismet server and does not                                need this option.  --ssl                        Use SSL to connect to a websocket-enabled Kismet server  --ssl-certificate [certfile] Use SSL to connect to a websocket-enabled Kismet server                                and use the provided certificate authority certificate                                to validate the server.  --user [username]            Kismet username for a websockets-based remote capture                                source.  A username and password, or an API key, are                                required for websockets mode.  A username and password                                are ONLY used in websockets mode.  --password [password]        Kismet password for a websockets-based remote capture source.                                A username and password, or an API key, are required for                                websocket mode.  A username and password are ONLY used in                                websockets mode.  --apikey [api key]           A Kismet API key for the 'datasource' role; this may be                                supplied instead of a username and password for websockets                                based remote capture.  An API key is ONLY used in websockets                                mode.  --endpoint [endpoint]        An alternate endpoint for the websockets connection.  By                                default remote datasources are terminated at                                  /datasource/remote/remotesource.ws                                This should typically only be changed when using a HTTP proxy                                homing the Kismet service under a directory.  Endpoints                                 should include the full path to the websocket endpoint, for                                example:                                  --endpoint=/kismet/proxy/datasource/remote/remotesource.ws  --source [source def]        Specify a source to send to the remote                                Kismet server; only used in conjunction with remote capture.  --disable-retry              Do not attempt to reconnect to a remote server if there is an                                error; exit immediately.  By default a remote capture will                                attempt to reconnect indefinitely if the server is not                                available.  --fixed-gps [lat,lon,alt]    Set a fixed location for this capture (remote only),                                accepts lat,lon,alt or lat,lon  --gps-name [name]            Set an alternate GPS name for this source  --daemonize                  Background the capture tool and enter daemon mode.  --list                       List supported devices detected  --autodetect [uuid:optional] Look for a Kismet server in announcement mode, optionally                                waiting for a specific server UUID to be seen.  Requires                                a Kismet server configured for announcement mode.  --version                    Print version and exit. 
0011c630 string FATAL: unable to connect as remote source when no probe callback provided. 
0011c680 string FATAL: Could not probe local source prior to connecting to the remote host: %s 
0011c6d0 string FATAL: Datasource could not connect websocket 
0011c700 string FATAL: Failed to write data to buffer 
0011c728 string FATAL: Failed to allocate ws buffer 
0011c750 string FATAL:  Failed to queue ws message 
0011c778 string ERROR:  cf_send_packet with unknown connection type 
0011c7b0 string FATAL: Mpack couldn't serialize MESSAGE (%u) 
0011c7e0 string FATAL: Mpack couldn't serialize ERROR (%u) 
0011c810 string failed to launch signal thread
0011c830 string failed to launch capture thread
0011c850 string failed to launch channel hopping thread
0011c878 string FATAL: Mpack couldn't serialize LISTREPORT (%u) 
0011c8b0 string ERROR: Mpack couldn't serialize PROBEREPORT (%u) 
0011c8e8 string ERROR: Mpack couldn't serialize OPENREPORT (%u) 
0011c920 string ERROR: Mpack couldn't serialize DATA (%u) 
0011c950 string ERROR: Mpack couldn't serialize JSON (%u) 
0011c980 string ERROR: Mpack couldn't serialize CONFIGUREREPORT (%u) 
0011c9b8 string FATAL:  Datasource channel control callback failed. 
0011c9f0 string Attempted to clean up channels which were in error state, but there were more error channels (%lu) than assigned channels (%lu), something is wrong internally.
0011ca90 string Removed %lu channels from the channel list because the source could not tune to them
0011cae8 string ERROR:  Capture source (%s) does not support listing datasources 
0011cb30 string ERROR:  Capture source (%s) does not support automatic probing. 
0011cb78 string Source does not support probing
0011cb98 string FATAL: Invalid probe request received, unable to unpack command. 
0011cbe0 string FATAL: Invalid probe request received, unable to unpack source definition. 
0011cc30 string ERROR:  Capture source (%s) does not support opening 
0011cc68 string FATAL: Invalid open request received, unable to unpack command. 
0011ccb0 string FATAL: Invalid open request received, unable to unpack source definition. 
0011cd00 string INFO: %s:%u starting capture... 
0011cd28 string ERROR:  Capture source (%s) does not support channel configuration 
0011cd70 string source does not support channel configuration
0011cda0 string FATAL: Invalid configure request received, unable to unpack command. 
0011cde8 string FATAL: Invalid configure request received, unable to unpack channel definition. 
0011ce40 string FATAL: Unable to send configure response. 
0011ce70 string FATAL: Invalid configure request received, unable to unpack channel hop definition. 
0011cec8 string FATAL: Invalid configure request received, missing required channel list field. 
0011cf20 string FATAL: Invalid configure request received, unable to unpack channel hop list. 
0011cf70 string FATAL: Invalid configure request received, unable to process channel hop command. 
0011cfc8 string FATAL: Capture source (%s) cannot communicate with this Kismet server. Capture source got an unknown protocol signature, please upgrade the Kismet server install to a more recent version of Kismet. 
0011d090 string FATAL: Capture source (%s) cannot communicate with this Kismet server. The server is speaking the older v2 Kismet protocol, please upgrade the Kismet server install to a more recent version of Kismet. 
0011d160 string FATAL: Capture source (%s) cannot communicate with this Kismet server. The server is speaking an unknown Kismet protocol, please make sure the Kismet server install is using a similar version. 
0011d228 string FATAL: Capture source (%s) malforned too-small v3 packet (%lu / %lu) 
0011d270 string FATAL: Capture source (%s) invalid frame header received 
0011d2b0 string FATAL: Capture source (%s) cannot communicate with this Kismet server. The server is speaking the older v2 Kismet protocol, please upgrade the Kismet install to a more recent version of Kismet. 
0011d378 string FATAL: Capture source (%s) cannot communicate with this Kismet server. The server is speaking an unknown Kismet protocol, please make sure the Kismet install is using a similar version. 
0011d438 string FATAL: Capture source (%s) incoming packet too large for ringbuf (%u / %lu) 
0011d488 string FATAL: Capture source (%s) failed to read packet from ringbuf 
0011d4c8 string FATAL:  Cannot allocate socket ringbuffer 
0011d4f8 string FATAL: Shutting down main select loop 
0011d520 string FATAL: Capture source %u did not get PING from Kismet for over 15 seconds; shutting down 
0011d580 string FATAL:  Error during select(): %s 
0011d5a8 string FATAL: Remote side closed read pipe 
0011d5d0 string FATAL:  Error during read(): %s 
0011d5f8 string FATAL:  Error during read(): insufficient buffer space 
0011d630 string FATAL:  Datasource helper (%s) failed, could not process incoming control packet. 
0011d688 string FATAL:  Error during write(): %s 
0011d6b0 string FATAL:  Datasource exiting libwebsocket loop 
0011d6e0 string FATAL:  Cannot allocate websocket ringbuffer 
0011d710 string FATAL:  Could not determine mode? 
0011d738 string ERROR: Mpack couldn't serialize NEWSOURCE (%u) 
0011d768 string FATAL: Unable to connect as remote source when no probe callback provided. 
0011d7b8 string FATAL: Could not resolve hostname for remote connection to '%s' 
0011d800 string FATAL: Could not connect to remote host '%s:%u': %s 
0011d838 string INFO: Connected to '%s:%u'... 
0011d858 string FATAL: Could not transmit NEWSOURCE response 
0011d888 string FATAL: Datasource could not connect websocket client 
0011d8c0 string FATAL: Datasource could not write data to websocket 
0011d8f8 string FATAL: Datasource websocket closed 
0011d920 string datasource failed to set keepcaps in prctl: %s
0011d950 string datasource failed to set future process capabilities: %s
0011d990 string datasource failed to set effective capabilities: %s
0011d9c8 string FATAL:  Unable to fork child process: %s 
0011d9f8 string INFO: Entering daemon mode... 
0011da18 string INFO: capture process exited %d signal %d 
0011da48 string FATAL:  Could not create websockets context 
0011da78 string INFO: Sleeping 5 seconds before attempting to reconnect to remote server 
0011dac8 string ERROR:  Could not create listening socket for announcements: %s 
0011db10 string ERROR:  Could not bind to listening socket for announcements: %s 
0011db58 string INFO: Listening for Kismet server announcements... 
0011db90 string ERROR:  Failed receiving announcement: %s 
0011dbc0 string WARNING:  Corrupt/invalid announcement seen, ignoring. 
0011dbf8 string INFO:  Detected Kismet server %s:%u %.36s (%s) 
0011dc28 string FATAL: Unable to parse incoming file descriptor 
0011dc60 string FATAL: Unable to parse outgoing file descriptor 
0011dc98 string FATAL: Expected host:port for --connect 
0011dcc8 string INFO: Disabling automatic reconnection to remote servers 
0011dd08 string INFO: Entering daemon mode after initial setup 
0011dd38 string FATAL: Expected ip:port for --host 
0011dd60 string WARNING: It looks like you're using a legacy TCP remote capture port, but          did not specify '--tcp'; this probably is not what you want! 
0011ddf8 string WARNING: Ignoring --source option when not in remote mode. 
0011de38 string WARNING: Ignoring --user and --password options when not in remote mode 
0011de88 string WARNING: Ignoring user, password, and apikeys in legacy TCP mode 
0011ded0 string FATAL:  Must specify both username and password 
0011df08 string WARNING: Ignoring --fixed-gps option when not in remote mode. 
0011df48 string FATAL:  --fixed-gps expects lat,lon or lat,lon,alt 
0011df80 string FATAL: --source option required when connecting to a remote host 
0011dfc8 string /datasource/remote/remotesource.ws
0011dff0 string FATAL: User and password or API key required for remote capture 
0011e038 string WARNING: Ignoring APIKEY and using login information 
0011e070 string INFO: Using custom endpoint path %s 
0011e098 string WARNING: Ignoring --apikey when not in remote mode 
0011e0d0 string FATAL: Failed to fork IPC process 
0011e0f8 string FATAL:  Cannot allocate process ringbuffer (in) 
0011e130 string FATAL:  Cannot allocate process ringbuffer (out) 
0011e168 string FATAL:  Cannot allocate process ringbuffer (err) 
0011e1a0 string ERROR: kis_simple_ringbuf_t mid-commit when reserve called 
0011e1e0 string ERROR:  Could not allocate split-op sz write buffer 
0011e218 string ERROR: kis_simple_ringbuf_t not in a commit when commit called 
0011e258 string ERROR: kis_simple_ringbuf_t not in a commit when commit_reserve_free called 
0011e2a8 string ERROR: simple_ringbuf_peek_zc mid-peek already 
0011e2d8 string ERROR: simple_ringbuf_peek_zc could not allocate buffer for split peek 
0011e320 string ERROR: kis_simple_ringbuf_peek_free called with no peeked data 
0011e360 string Unable to find interface in defiantsdr-droneid requires a host= field in the capture definition with the address of the antsdr dequires a port= with the TCP port of the antsdr droneid service
0011e420 string Did not match antsdr-droneid int interface name
0011e450 string droneid service; invalid port prAll configured channels are in ein error state!
0011fc79 string zR
0011fca9 string zR
.shstrtab::00000001 string-utf8 .shstrtab
.shstrtab::0000000b string-utf8 .note.gnu.property
.shstrtab::0000001e string-utf8 .note.gnu.build-id
.shstrtab::00000031 string-utf8 .interp
.shstrtab::00000039 string-utf8 .gnu.hash
.shstrtab::00000043 string-utf8 .dynsym
.shstrtab::0000004b string-utf8 .dynstr
.shstrtab::00000053 string-utf8 .gnu.version
.shstrtab::00000060 string-utf8 .gnu.version_r
.shstrtab::0000006f string-utf8 .rela.dyn
.shstrtab::00000079 string-utf8 .rela.plt
.shstrtab::00000083 string-utf8 .init
.shstrtab::00000089 string-utf8 .plt.got
.shstrtab::00000092 string-utf8 .text
.shstrtab::00000098 string-utf8 .fini
.shstrtab::0000009e string-utf8 .rodata
.shstrtab::000000a6 string-utf8 .eh_frame_hdr
.shstrtab::000000b4 string-utf8 .eh_frame
.shstrtab::000000be string-utf8 .sframe
.shstrtab::000000c6 string-utf8 .note.ABI-tag
.shstrtab::000000d4 string-utf8 .init_array
.shstrtab::000000e0 string-utf8 .fini_array
.shstrtab::000000ec string-utf8 .data.rel.ro
.shstrtab::000000f9 string-utf8 .dynamic
.shstrtab::00000102 string-utf8 .data
.shstrtab::00000108 string-utf8 .bss
.shstrtab::0000010d string-utf8 .gnu_debuglink
