001003cc TerminatedCString /lib64/ld-linux-x86-64.so.2
0011c778 string ERROR: Mpack couldn't serialize OPENREPORT (%u) 
0011c7b0 string ERROR: Mpack couldn't serialize DATA (%u) 
0011c7e0 string ERROR: Mpack couldn't serialize JSON (%u) 
0011c810 string ERROR: Mpack couldn't serialize CONFIGUREREPORT (%u) 
0011c848 string FATAL:  Datasource channel control callback failed. 
0011c880 string Attempted to clean up channels which were in error state, but there were more error channels (%lu) than assigned channels (%lu), something is wrong internally.
0011c920 string Removed %lu channels from the channel list because the source could not tune to them
0011c978 string ERROR:  Capture source (%s) does not support listing datasources 
0011c9c0 string ERROR:  Capture source (%s) does not support automatic probing. 
0011ca08 string Source does not support probing
0011ca28 string FATAL: Invalid probe request received, unable to unpack command. 
0011ca70 string FATAL: Invalid probe request received, unable to unpack source definition. 
0011cac0 string ERROR:  Capture source (%s) does not support opening 
0011caf8 string FATAL: Invalid open request received, unable to unpack command. 
0011cb40 string FATAL: Invalid open request received, unable to unpack source definition. 
0011cb90 string INFO: %s:%u starting capture... 
0011cbb8 string ERROR:  Capture source (%s) does not support channel configuration 
0011cc00 string source does not support channel configuration
0011cc30 string FATAL: Invalid configure request received, unable to unpack command. 
0011cc78 string FATAL: Invalid configure request received, unable to unpack channel definition. 
0011ccd0 string FATAL: Unable to send configure response. 
0011cd00 string FATAL: Invalid configure request received, unable to unpack channel hop definition. 
0011cd58 string FATAL: Invalid configure request received, missing required channel list field. 
0011cdb0 string FATAL: Invalid configure request received, unable to unpack channel hop list. 
0011ce00 string FATAL: Invalid configure request received, unable to process channel hop command. 
0011ce58 string FATAL: Capture source (%s) cannot communicate with this Kismet server. Capture source got an unknown protocol signature, please upgrade the Kismet server install to a more recent version of Kismet. 
0011cf20 string FATAL: Capture source (%s) cannot communicate with this Kismet server. The server is speaking the older v2 Kismet protocol, please upgrade the Kismet server install to a more recent version of Kismet. 
0011cff0 string FATAL: Capture source (%s) cannot communicate with this Kismet server. The server is speaking an unknown Kismet protocol, please make sure the Kismet server install is using a similar version. 
0011d0b8 string FATAL: Capture source (%s) malforned too-small v3 packet (%lu / %lu) 
0011d100 string FATAL: Capture source (%s) invalid frame header received 
0011d140 string FATAL: Capture source (%s) cannot communicate with this Kismet server. The server is speaking the older v2 Kismet protocol, please upgrade the Kismet install to a more recent version of Kismet. 
0011d208 string FATAL: Capture source (%s) cannot communicate with this Kismet server. The server is speaking an unknown Kismet protocol, please make sure the Kismet install is using a similar version. 
0011d2c8 string FATAL: Capture source (%s) incoming packet too large for ringbuf (%u / %lu) 
0011d318 string FATAL: Capture source (%s) failed to read packet from ringbuf 
0011d358 string FATAL:  Cannot allocate socket ringbuffer 
0011d388 string FATAL: Shutting down main select loop 
0011d3b0 string FATAL: Capture source %u did not get PING from Kismet for over 15 seconds; shutting down 
0011d410 string FATAL:  Error during select(): %s 
0011d438 string FATAL: Remote side closed read pipe 
0011d460 string FATAL:  Error during read(): %s 
0011d488 string FATAL:  Error during read(): insufficient buffer space 
0011d4c0 string FATAL:  Datasource helper (%s) failed, could not process incoming control packet. 
0011d518 string FATAL:  Error during write(): %s 
0011d540 string FATAL:  Datasource exiting libwebsocket loop 
0011d570 string FATAL:  Cannot allocate websocket ringbuffer 
0011d5a0 string FATAL:  Could not determine mode? 
0011d5c8 string ERROR: Mpack couldn't serialize NEWSOURCE (%u) 
0011d5f8 string FATAL: Unable to connect as remote source when no probe callback provided. 
0011d648 string FATAL: Could not resolve hostname for remote connection to '%s' 
0011d690 string FATAL: Could not connect to remote host '%s:%u': %s 
0011d6c8 string INFO: Connected to '%s:%u'... 
0011d6e8 string FATAL: Could not transmit NEWSOURCE response 
0011d718 string FATAL: Datasource could not connect websocket client 
0011d750 string FATAL: Datasource could not write data to websocket 
0011d788 string FATAL: Datasource websocket closed 
0011d7b0 string datasource failed to set keepcaps in prctl: %s
0011d7e0 string datasource failed to set future process capabilities: %s
0011d820 string datasource failed to set effective capabilities: %s
0011d858 string FATAL:  Unable to fork child process: %s 
0011d888 string INFO: Entering daemon mode... 
0011d8a8 string INFO: capture process exited %d signal %d 
0011d8d8 string FATAL:  Could not create websockets context 
0011d908 string INFO: Sleeping 5 seconds before attempting to reconnect to remote server 
0011d958 string ERROR:  Could not create listening socket for announcements: %s 
0011d9a0 string ERROR:  Could not bind to listening socket for announcements: %s 
0011d9e8 string INFO: Listening for Kismet server announcements... 
0011da20 string ERROR:  Failed receiving announcement: %s 
0011da50 string WARNING:  Corrupt/invalid announcement seen, ignoring. 
0011da88 string INFO:  Detected Kismet server %s:%u %.36s (%s) 
0011dab8 string FATAL: Unable to parse incoming file descriptor 
0011daf0 string FATAL: Unable to parse outgoing file descriptor 
0011db28 string FATAL: Expected host:port for --connect 
0011db58 string INFO: Disabling automatic reconnection to remote servers 
0011db98 string INFO: Entering daemon mode after initial setup 
0011dbc8 string FATAL: Expected ip:port for --host 
0011dbf0 string WARNING: It looks like you're using a legacy TCP remote capture port, but          did not specify '--tcp'; this probably is not what you want! 
0011dc88 string WARNING: Ignoring --source option when not in remote mode. 
0011dcc8 string WARNING: Ignoring --user and --password options when not in remote mode 
0011dd18 string WARNING: Ignoring user, password, and apikeys in legacy TCP mode 
0011dd60 string FATAL:  Must specify both username and password 
0011dd98 string WARNING: Ignoring --fixed-gps option when not in remote mode. 
0011ddd8 string FATAL:  --fixed-gps expects lat,lon or lat,lon,alt 
0011de10 string FATAL: --source option required when connecting to a remote host 
0011de58 string /datasource/remote/remotesource.ws
0011de80 string FATAL: User and password or API key required for remote capture 
0011dec8 string WARNING: Ignoring APIKEY and using login information 
0011df00 string INFO: Using custom endpoint path %s 
0011df28 string WARNING: Ignoring --apikey when not in remote mode 
0011df60 string FATAL: Failed to fork IPC process 
0011df88 string FATAL:  Cannot allocate process ringbuffer (in) 
0011dfc0 string FATAL:  Cannot allocate process ringbuffer (out) 
0011dff8 string FATAL:  Cannot allocate process ringbuffer (err) 
0011e030 string ERROR: kis_simple_ringbuf_t mid-commit when reserve called 
0011e070 string ERROR:  Could not allocate split-op sz write buffer 
0011e0a8 string ERROR: kis_simple_ringbuf_t not in a commit when commit called 
0011e0e8 string ERROR: kis_simple_ringbuf_t not in a commit when commit_reserve_free called 
0011e138 string ERROR: simple_ringbuf_peek_zc mid-peek already 
0011e168 string ERROR: simple_ringbuf_peek_zc could not allocate buffer for split peek 
0011e1b0 string ERROR: kis_simple_ringbuf_peek_free called with no peeked data 
0011e1f0 string SELECT db_version FROM KISMET
0011e213 string kismet_cap_pcapfile
0011e227 string %08X-0000-0000-0000-0000%08X
0011e244 string realtime
0011e256 string kismetdb
0011e25f string unable to send DATA frame
0011e279 string ERROR: %s 
0011e284 string INFO: %s 
0011e28e string %s supported data sources: 
0011e2aa string     %s
0011e2b5 string  (%s)
0011e2bb string kismet-remote
0011e2c9 string %s.%s.%s-%s
0011e2d5 string DEBUG: %s 
0011e2e0 string ALERT: %s 
0011e2eb string FATAL: %s 
0011e2f6 string remote-fixed
0011e303 string source cannot be opened
0011e31b string Unsupported request
0011e334 string %lf%s
0011e33a string no name
0011e346 string %s.%s.%s-%s 
0011e362 string %lf,%lf,%lf
0011e36e string %s?user=%s&password=%s
0011e385 string %s?KISMET=%s
0011e397 string %s/%s
0011e39f string u%04x
0011e3a5 string in-fd
0011e3b2 string connect
0011e3ba string source
0011e3c1 string disable-retry
0011e3cf string daemonize
0011e3de string fixed-gps
0011e3e8 string gps-name
0011e3f6 string autodetect
0011e40e string password
0011e417 string apikey
0011e41e string endpoint
0011e427 string ssl-certificate
0011e43c string version
0011e447 string mpack_ok
0011e450 string mpack_error_io
0011e45f string mpack_error_invalid
0011e473 string mpack_error_unsupported
0011e48b string mpack_error_type
0011e49c string mpack_error_too_big
0011e4b0 string mpack_error_memory
0011e4c3 string mpack_error_bug
0011e4d3 string mpack_error_data
0011e4e4 string mpack_error_eof
0011e4f4 string mpack_type_missing
0011e507 string mpack_type_nil
0011e516 string mpack_type_bool
0011e526 string mpack_type_float
0011e537 string mpack_type_double
0011e549 string mpack_type_int
0011e558 string mpack_type_uint
0011e568 string mpack_type_str
0011e577 string mpack_type_bin
0011e586 string mpack_type_array
0011e597 string mpack_type_map
0011e5b4 string b5d5a2d04
0011e5d0 string Unable to find kismetdb file name in definition
0011e600 string Unable to find PCAP file name inAll configured channels are in ein error state!
0011fe31 string zR
0011fe61 string zR
.gnu_debugaltlink::00000000 string /usr/lib/debug/.dwz/x86_64-linux-gnu/kismet-core.debug
.shstrtab::00000001 string-utf8 .shstrtab
.shstrtab::0000000b string-utf8 .note.gnu.property
.shstrtab::0000001e string-utf8 .note.gnu.build-id
.shstrtab::00000031 string-utf8 .interp
.shstrtab::00000039 string-utf8 .gnu.hash
.shstrtab::00000043 string-utf8 .dynsym
.shstrtab::0000004b string-utf8 .dynstr
.shstrtab::00000053 string-utf8 .gnu.version
.shstrtab::00000060 string-utf8 .gnu.version_r
.shstrtab::0000006f string-utf8 .rela.dyn
.shstrtab::00000079 string-utf8 .rela.plt
.shstrtab::00000083 string-utf8 .init
.shstrtab::00000089 string-utf8 .plt.got
.shstrtab::00000092 string-utf8 .text
.shstrtab::00000098 string-utf8 .fini
.shstrtab::0000009e string-utf8 .rodata
.shstrtab::000000a6 string-utf8 .eh_frame_hdr
.shstrtab::000000b4 string-utf8 .eh_frame
.shstrtab::000000be string-utf8 .sframe
.shstrtab::000000c6 string-utf8 .note.ABI-tag
.shstrtab::000000d4 string-utf8 .init_array
.shstrtab::000000e0 string-utf8 .fini_array
.shstrtab::000000ec string-utf8 .data.rel.ro
.shstrtab::000000f9 string-utf8 .dynamic
.shstrtab::00000102 string-utf8 .data
.shstrtab::00000108 string-utf8 .bss
.shstrtab::0000010d string-utf8 .gnu_debugaltlink
.shstrtab::0000011f string-utf8 .gnu_debuglink
