001003cc TerminatedCString /lib64/ld-linux-x86-64.so.2
00103888 string-utf8 sdb_queryf
00103893 string-utf8 sdb_config
0010389e string-utf8 sdb_now
001038a6 string-utf8 set_u_delete
001038b3 string-utf8 sdb_array_set_num
001038c5 string-utf8 dict_hash
001038cf string-utf8 sdb_array_prepend_num
001038e5 string-utf8 ht_up_find_kv
001038f3 string-utf8 ht_pp_update_key
00103904 string-utf8 sdb_anext
0010390e string-utf8 sdb_array_delete
0010391f string-utf8 set_p_contains
0010392e string-utf8 sdb_ht_update
0010393c string-utf8 sdb_itoas
00103946 string-utf8 sdb_hook_call
00103954 string-utf8 sdb_tool
0010395d string-utf8 sdb_querys
00103968 string-utf8 ht_pp_update
00103975 string-utf8 sdb_num_add
00103981 string-utf8 sdb_array_insert
00103992 string-utf8 sdb_journal_unlink
001039a5 string-utf8 ht_pp_free
001039b0 string-utf8 ht_uu_update_key
001039c1 string-utf8 ht_up_new_size
001039d0 string-utf8 sdb_count
001039da string-utf8 sdb_query
001039e4 string-utf8 sdb_num_get
001039f0 string-utf8 sdb_ptr_set
001039fc string-utf8 sdb_ns_set
00103a07 string-utf8 sdb_json_num_dec
00103a18 string-utf8 strbuf_append
00103a26 string-utf8 ht_up_new
00103a30 string-utf8 sdb_array_prepend
00103a42 string-utf8 dict_getr
00103a4c string-utf8 ht_su_new0
00103a57 string-utf8 sdb_ns_sync
00103a63 string-utf8 set_p_free
00103a6e string-utf8 dict_getu
00103a78 string-utf8 ls_split_iter
00103a86 string-utf8 sdb_heap_realloc
00103a97 string-utf8 ht_up_delete
00103aa4 string-utf8 sdb_array_contains_num
00103abb string-utf8 sdb_array_pop
00103ac9 string-utf8 sdb_fmt_array_num
00103adb string-utf8 sdbkv_free
00103ae6 string-utf8 sdb_nunset
00103af1 string-utf8 ls_delete
00103afb string-utf8 ls_del_n
00103b04 string-utf8 ht_up_insert
00103b11 string-utf8 sdb_array_pop_head
00103b24 string-utf8 sdb_num_nset
00103b31 string-utf8 sdb_diff_format
00103b41 string-utf8 sdb_array_compact
00103b53 string-utf8 ht_uu_new0
00103b5e string-utf8 sdb_alen
00103b67 string-utf8 ht_uu_foreach
00103b75 string-utf8 sdb_heap_fini
00103b83 string-utf8 ls_insert
00103b8d string-utf8 sdb_free
00103b96 string-utf8 sdb_array_remove
00103ba7 string-utf8 sdb_isempty
00103bb3 string-utf8 sdb_dump_begin
00103bc2 string-utf8 ht_pu_update
00103bcf string-utf8 sdb_dump_hasnext
00103be0 string-utf8 ht_pp_new
00103bea string-utf8 sdb_heap_init
00103bf8 string-utf8 sdb_encode_raw
00103c07 string-utf8 dict_foreach
00103c14 string-utf8 sdbkv_match
00103c20 string-utf8 dict_fini
00103c2a string-utf8 sdb_array_get_num
00103c3c string-utf8 sdb_foreach_list
00103c4d string-utf8 sdb_json_get_str
00103c5e string-utf8 sdb_fmt_array
00103c6c string-utf8 sdb_json_indent
00103c7c string-utf8 sdb_fmt_init
00103c89 string-utf8 sdb_strdup
00103c94 string-utf8 sdb_bool_set
00103ca1 string-utf8 sdb_text_load
00103caf string-utf8 sdb_json_num_set
00103cc0 string-utf8 dict_init
00103cca string-utf8 ht_uu_delete
00103cd7 string-utf8 ls_destroy
00103ce2 string-utf8 strbuf_free
00103cee string-utf8 sdb_decode
00103cf9 string-utf8 sdb_array_pop_num
00103d0b string-utf8 sdb_js0n
00103d14 string-utf8 sdb_lock_file
00103d22 string-utf8 ht_up_new0
00103d2d string-utf8 sdb_ht_delete
00103d3b string-utf8 sdb_copy
00103d44 string-utf8 sdb_array_unset
00103d54 string-utf8 sdb_expire_set
00103d63 string-utf8 sdb_query_lines
00103d73 string-utf8 sdb_array_set
00103d81 string-utf8 ht_uu_insert
00103d8e string-utf8 ht_pu_new0
00103d99 string-utf8 sdb_reset
00103da3 string-utf8 sdb_json_set
00103db0 string-utf8 sdb_ht_insert
00103dbe string-utf8 dict_del
00103dc7 string-utf8 sdb_hook
00103dd0 string-utf8 sdb_array_pop_tail
00103de3 string-utf8 ht_pp_insert
00103df0 string-utf8 sdb_unset_like
00103dff string-utf8 sdb_dump_next
00103e0d string-utf8 sdb_fmt_free
00103e1a string-utf8 sdb_merge
00103e24 string-utf8 ht_su_foreach
00103e32 string-utf8 dict_free
00103e3c string-utf8 ht_up_insert_kv
00103e4c string-utf8 ht_su_update_key
00103e5d string-utf8 ht_up_foreach
00103e6b string-utf8 ls_new
00103e72 string-utf8 ht_up_update_key
00103e83 string-utf8 sdb_array_insert_num
00103e98 string-utf8 ht_pp_new_opt
00103ea6 string-utf8 sdb_array_contains
00103eb9 string-utf8 strbuf_appendf
00103ec8 string-utf8 sdb_array_sort_num
00103edb string-utf8 sdb_ptr_get
00103ee7 string-utf8 ht_su_update
00103ef4 string-utf8 sdb_lock
00103efd string-utf8 sdb_num_min
00103f09 string-utf8 fgets
00103f0f string-utf8 strcpy
00103f16 string-utf8 snprintf
00103f1f string-utf8 stdin
00103f25 string-utf8 __isoc23_strtoull
00103f37 string-utf8 sleep
00103f3d string-utf8 fopen64
00103f45 string-utf8 perror
00103f4c string-utf8 __stack_chk_fail
00103f5d string-utf8 __printf_chk
00103f6a string-utf8 fread
00103f70 string-utf8 chdir
00103f76 string-utf8 exit
00103f7b string-utf8 lseek64
00103f83 string-utf8 __assert_fail
00103f91 string-utf8 readdir64
00103f9b string-utf8 closedir
00103fa4 string-utf8 strrchr
00103fac string-utf8 putchar
00103fb4 string-utf8 munmap
00103fbb string-utf8 fflush
00103fc2 string-utf8 memmove
00103fca string-utf8 mmap64
00103fd1 string-utf8 gettimeofday
00103fde string-utf8 system
00103fe5 string-utf8 strlen
00103fec string-utf8 __ctype_b_loc
00103ffa string-utf8 __memcpy_chk
00104007 string-utf8 strstr
0010400e string-utf8 mkdir
00104014 string-utf8 feof
00104019 string-utf8 __isoc23_strtol
00104029 string-utf8 __vsnprintf_chk
00104039 string-utf8 dup2
0010403e string-utf8 getpid
00104045 string-utf8 stdout
0010404c string-utf8 strcat
00104053 string-utf8 __fprintf_chk
00104061 string-utf8 malloc
00104068 string-utf8 __libc_start_main
0010407a string-utf8 stderr
00104081 string-utf8 __read_chk
0010408c string-utf8 __ctype_tolower_loc
001040a0 string-utf8 fstat64
001040a8 string-utf8 __cxa_finalize
001040b7 string-utf8 strchr
001040be string-utf8 getenv
001040c5 string-utf8 fsync
001040cb string-utf8 memcmp
001040d2 string-utf8 fclose
001040d9 string-utf8 ftruncate64
001040e5 string-utf8 memset
001040ec string-utf8 fputc
001040f2 string-utf8 rename
001040f9 string-utf8 fputs
001040ff string-utf8 signal
00104106 string-utf8 opendir
0010410e string-utf8 __snprintf_chk
0010411d string-utf8 memcpy
00104124 string-utf8 getcwd
0010412b string-utf8 fwrite
00104132 string-utf8 strcmp
00104139 string-utf8 qsort
0010413f string-utf8 __errno_location
00104150 string-utf8 abort
00104156 string-utf8 strncmp
0010415e string-utf8 __tls_get_addr
0010416d string-utf8 libr_main.so.6.0.5
00104180 string-utf8 libc.so.6
0010418a string-utf8 ld-linux-x86-64.so.2
0010419f string-utf8 GLIBC_2.3
001041a9 string-utf8 GLIBC_2.33
001041b4 string-utf8 GLIBC_2.38
001041bf string-utf8 GLIBC_2.4
001041c9 string-utf8 GLIBC_2.14
001041d4 string-utf8 GLIBC_2.34
001041df string-utf8 GLIBC_2.2.5
001041eb string-utf8 GLIBC_2.3.4
001041f7 string-utf8 $ORIGIN/../../libr/util:$ORIGIN/../../libr/main:$ORIGIN/../../libr/config:$ORIGIN/../../libr/cons:$ORIGIN/../../libr/io:$ORIGIN/../../libr/socket:$ORIGIN/../../libr/muta:$ORIGIN/../../libr/flag:$ORIGIN/../../libr/arch:$ORIGIN/../../libr/esil:$ORIGIN/../../libr/reg:$ORIGIN/../../libr/asm:$ORIGIN/../../libr/syscall:$ORIGIN/../../libr/core:$ORIGIN/../../libr/search:$ORIGIN/../../libr/anal:$ORIGIN/../../libr/fs:$ORIGIN/../../libr/lang:$ORIGIN/../../libr/magic:$ORIGIN/../../libr/egg:$ORIGIN/../../libr/debug:$ORIGIN/../../libr/bin:$ORIGIN/../../libr/bp
0012d004 string 	return o? o->value: NULL; }
0012d021 string Usage: sdb -r [path] 
0012d037 string SDB_OUTPUT_DIR
0012d046 string Invalid directory: %s 
0012d05d string Cannot chdir to %s 
0012d071 string .sdb.txt
0012d07a string %s/%s
0012d080 string newer %s 
0012d08a string Failed to generate header 
0012d0a5 string 	{"%s", "%s"}, 
0012d0b5 string Failed to generate footer 
0012d0d3 string Failed to write to file %s 
0012d0ef string SDBTOOL gperf=%s 
0012d101 string maked %s 
0012d10b string Failed to parse %s 
0012d11f string error: sdbtool failed 
0012d13c string %c%s 
0012d146 string %s=%s
0012d16c string false
0012d172 string %s"%s":%s
0012d17c string %s"%s":%lu
0012d1a4 string %s,"%s" 
0012d1ad string %s=%s 
0012d1b6 string Cannot create database 
0012d1d0 string gperf
0012d1e0 string Missing argument for -g 
0012d1ff string Cannot create .%s 
0012d212 string Generated %s.c and %s.h 
0012d22b string Cannot run gperf: %s 
0012d241 string Outdated sdb binary in PATH? 
0012d25f string CWISS_CHECK failed at %s:%d 
0012d27c string malloc() returned null
0012d293 string bad ctrl value at %zu: %02x
0012d2af string invalid capacity: %zu
0012d2c5 string full table!
0012d2d4 string erasing a dangling iterator
0012d2f0 string hm && key
0012d2fa string hm && old_key && new_key
0012d313 string %s.journal
0012d321 string {"%s":%s%s%s}
0012d32f string {"%s":%s%s%s%s
0012d341 string 0x%lx
0012d347 string 0x%08x 
0012d359 string 0123456789abcdef
0012d36a string undefined
0012d374 string number
0012d380 string array
0012d386 string boolean
0012d38e string string
0012d3a0 string // SDB-CGEN V2.2.0 #include <ctype.h> #include <stdio.h> #include <string.h>  struct kv { const char *name; const char *value; }; static const struct kv kvs[] = {
0012d448 string // gcc -DMAIN=1 %s.c ; ./a.out > %s.h
0012d470 string %{ #include <stdio.h> #include <string.h> #include <ctype.h> %}  struct kv { const char *name; const char *value; }; %%
0012d4e8 string // gperf -aclEDCIG --null-strings -H sdb_hash_c_%s -N sdb_get_c_%s -t %s.gperf > %s.c
0012d540 string   {NULL, NULL} }; typedef int (*GperfForeachCallback)(void *user, const char *k, const char *v);
0012d5a8 string int gperf_%s_foreach(GperfForeachCallback cb, void *user) {
0012d5e8 string   int i = 0; while (kvs[i].name) {   cb (user, kvs[i].name, kvs[i].value);   i++;}   return 0; }
0012d650 string const char *gperf_%s_get(const char *s) {
0012d680 string   int i = 0; while (kvs[i].name) {   if (!strcmp (s, kvs[i].name)) return kvs[i].value;   i++;}   return NULL; }
0012d6f8 string #define sdb_hash_c_%s(x,y) gperf_%s_hash(x)
0012d728 string const unsigned int gperf_%s_hash(const char *s) {
0012d760 string   int sum = strlen (s);   while (*s) { sum += *s; s++; }   return sum; }
0012d7b0 string struct {const char *name;void *get;void *hash;void *foreach;} gperf_%s = {   .name = "%s",   .get = &gperf_%s_get,   .hash = &gperf_%s_hash,   .foreach = &gperf_%s_foreach };  #if MAIN int main () { 	const char *s = ((char*(*)(char*))gperf_%s.get)("foo"); 	printf ("%%s\n", s); } #endif
0012d8d0 string %% // SDB-CGEN V2.2.0 typedef int (*GperfForeachCallback)(void *user, const char *k, const char *v);
0012d938 string 	int i;for (i=0;i<TOTAL_KEYWORDS;i++) { 	const struct kv *w = &wordlist[i]; 	if (!cb (user, w->name, w->value)) return 0; } return 1;}
0012d9c0 string const char* gperf_%s_get(const char *s) {
0012d9f0 string 	const struct kv *o = sdb_get_c_%s (s, strlen(s));
0012da28 string 	return sdb_hash_c_%s(s, strlen (s));
0012da50 string struct {const char*name;void*get;void*hash;void *foreach;} gperf_%s = { 	.name = "%s", 	.get = &gperf_%s_get, 	.hash = &gperf_%s_hash, 	.foreach = &gperf_%s_foreach };  #if MAIN int main () { 	char line[1024]; 	FILE *fd = fopen ("%s.gperf", "r"); 	if (!fd) { 		fprintf (stderr, "Cannot open %s.gperf\n"); 		return 1; 	} 	int mode = 0; 	printf ("#ifndef INCLUDE_%s_H\n"); 	printf ("#define INCLUDE_%s_H 1\n"); 	while (!feof (fd)) { 		*line = 0; 		fgets (line, sizeof (line), fd); 		if (mode == 1) { 			char *comma = strchr (line, ','); 			if (comma) { 				*comma = 0; 				char *up = sdb_strdup (line); 				char *p = up; while (*p) { *p = toupper (*p); p++; } 				printf ("#define GPERF_%s_%%s %%d\n", 					line, sdb_hash_c_%s (line, comma - line)); 			} 		} 		if (*line == '%%' && line[1] == '%%') { mode++; } 	} 	printf ("#endif\n"); } #endif
0012dda0 string SDBTOOL (mirror=%d) from=%s to=%s 
0012ddc8 string Failed to get current directory 
0012ddf0 string Failed to create output directory: %s 
0012de18 string Failed to create string buffer 
0012de38 string Failed to create SDB instance 
0012de58 string Failed to load SDB text file %s 
0012de80 string Failed to create file content 
0012dea0 string Failed to open file %s for writing 
0012dec8 string Warning: Failed to return to original directory 
0012df00 string Error: gperf doesn't work with datasets with more than 15.000 keys. 
0012df48 string Failed to load text sdb from %s 
0012df70 string Failed to read text sdb from stdin 
0012df98 string usage: sdb [-0cCdDehjJrtv|-D A B] [-|db] [.file]|[-=]|==||[-+][(idx)key[:json|=value] ..]
0012dff8 string   -0      terminate results with \x00   -c      count the number of keys database   -C      create foo.{c,h} for embedding (uses gperf)   -d      decode base64 from stdin   -D      diff two databases   -e      encode stdin as base64   -g [..] grep expression   -G      print database in gperf format   -h      show this help   -j      output in json   -o [f]  output file name for -C -t   -J      enable journaling   -r      process .sdb.txt files in the given path   -t      use textmode (for -C)   -v      show version information
0012e210 string gperf -aclEDCIG --null-strings -H sdb_hash_c_%s -N sdb_get_c_%s -t %s.gperf > %s.c 
0012e268 string gcc -DMAIN=1 %s.c ; ./a.out > %s.h 
0012e290 string ../subprojects/sdb/include/sdb/cwisstable.h
0012e2c0 string CWISS_SetCtrl out-of-bounds: %zu >= %zu
0012e2e8 string Invalid operation on iterator (%p/%d). The element might have been erased, or the table might have rehashed.
0012e358 string unexpected small capacity: %zu
0012e378 string ../subprojects/sdb/src/ht_uu.c
0012e398 string ../subprojects/sdb/src/ht_pu.c
0012e3b8 string ../subprojects/sdb/src/ht_su.c
0012e3d8 string \"\\\r\n\t
0012e400 string |$$$}rstuvwxyz{$$$$$$$>?@ABCDEFGHIJKLMNOPQRSTUVW$$$$$$XYZ[\]^_`abcdefghijklmnopq
0012e460 string ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/
0012e720 string ht_uu_foreach
0012e730 string ht_uu_find
0012e740 string ht_uu_delete
0012e750 string ht_uu_update_key
0012e768 string ht_uu_update
0012e778 string ht_uu_insert
0012e9e0 string ht_pu_foreach
0012e9f0 string ht_pu_find
0012ea00 string ht_pu_delete
0012ea10 string ht_pu_update_key
0012ea28 string ht_pu_update
0012ea38 string ht_pu_insert
0012ea60 string ht_su_foreach
0012ea70 string ht_su_find
0012ea80 string ht_su_delete
0012ea90 string ht_su_update_key
0012eaa8 string ht_su_update
0012eab8 string ht_su_insert
0012fa39 string zR
0012fa69 string zR
.shstrtab::00000001 string-utf8 .shstrtab
.shstrtab::0000000b string-utf8 .note.gnu.property
.shstrtab::0000001e string-utf8 .note.gnu.build-id
.shstrtab::00000031 string-utf8 .interp
.shstrtab::00000039 string-utf8 .gnu.hash
.shstrtab::00000043 string-utf8 .dynsym
.shstrtab::0000004b string-utf8 .dynstr
.shstrtab::00000053 string-utf8 .gnu.version
.shstrtab::00000060 string-utf8 .gnu.version_r
.shstrtab::0000006f string-utf8 .rela.dyn
.shstrtab::00000079 string-utf8 .rela.plt
.shstrtab::00000083 string-utf8 .init
.shstrtab::00000089 string-utf8 .plt.got
.shstrtab::00000092 string-utf8 .text
.shstrtab::00000098 string-utf8 .fini
.shstrtab::0000009e string-utf8 .rodata
.shstrtab::000000a6 string-utf8 .eh_frame_hdr
.shstrtab::000000b4 string-utf8 .eh_frame
.shstrtab::000000be string-utf8 .note.ABI-tag
.shstrtab::000000cc string-utf8 .tbss
.shstrtab::000000d2 string-utf8 .init_array
.shstrtab::000000de string-utf8 .fini_array
.shstrtab::000000ea string-utf8 .data.rel.ro
.shstrtab::000000f7 string-utf8 .dynamic
.shstrtab::00000100 string-utf8 .data
.shstrtab::00000106 string-utf8 .bss
.shstrtab::0000010b string-utf8 .gnu_debuglink
